"Sample","Block","ISP","trait","family","PhotoshopNames","animal","TreeOrder","Sample_Full"
"EOE 41",5,1,"ST_Bin","threshold","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 42",5,1,"ST_Bin","threshold","S. aureus (EOE042)","EOE042",20,"EOE042"
"ASARM 61",5,1,"ST_Bin","threshold","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 70",5,1,"ST_Bin","threshold","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 71",5,1,"ST_Bin","threshold","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 72",5,1,"ST_Bin","threshold","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 73",5,1,"ST_Bin","threshold","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 74",5,1,"ST_Bin","threshold","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"Sa_TPS 3026 (JKD6159)",5,0,"ST_Bin","threshold","S. aureus (SaTPS3026)","SaTPS3026",26,"SaTPS3026"
"Sa_TPS 3043",5,0,"ST_Bin","threshold","S. aureus (SaTPS3043)","SaTPS3043",18,"SaTPS3043"
"Sa_TPS 3072",5,0,"ST_Bin","threshold","S. aureus (SaTPS3072)","SaTPS3072",45,"SaTPS3072"
"Sa_TPS 3097",5,0,"ST_Bin","threshold","S. aureus (SaTPS3097)","SaTPS3097",61,"SaTPS3097"
"Sa_TPS 3104",5,0,"ST_Bin","threshold","S. aureus (SaTPS3104)","SaTPS3104",25,"SaTPS3104"
"Sa_TPS 3105",5,0,"ST_Bin","threshold","S. aureus (SaTPS3105)","SaTPS3105",27,"SaTPS3105"
"MU1",5,1,"ST_Bin","threshold","S. aureus (MU1)","MU1",53,"MU1"
"MU2",5,1,"ST_Bin","threshold","S. aureus (MU2)","MU2",51,"MU2"
"DEU1",5,1,"ST_Bin","threshold","S. aureus (DEU1)","DEU1",52,"DEU1"
"DEU2",5,1,"ST_Bin","threshold","S. aureus (DEU2)","DEU2",50,"DEU2"
"HU25",5,1,"ST_Bin","threshold","S. aureus (HU25)","HU25",49,"HU25"
"S. saprophyticus spp Bovis",5,1,"ST_Bin","threshold","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. hominis spp hominis",5,1,"ST_Bin","threshold","S. hominis","NCTC11320",14,"NCTC11320"
"S. schleiferi spp coagulans",5,0,"ST_Bin","threshold","S. schleiferi spp coagulans","NCTC12218",3,"NCTC12218"
"S. pseudoxylosus",5,1,"ST_Bin","threshold","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. edaphicus",5,1,"ST_Bin","threshold","S. ediphicus","DSM104441",11,"DSM104441"
"S. caeli",5,1,"ST_Bin","threshold","S. caeli","82B",10,"82B"
"S. xylosus",5,0,"ST_Bin","threshold","S. xylosus","NCTC11043",8,"NCTC11043"
"S. pseudointermedius",5,0,"ST_Bin","threshold","S. pseudointermedius","DSM21284",2,"DSM21284"
"S. saprophyticus spp saprophyticus",5,1,"ST_Bin","threshold","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. schleiferi spp schleiferi",5,1,"ST_Bin","threshold","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"S. haemolyticus",5,0,"ST_Bin","threshold","S. haemolyticus","NCTC11042",15,"NCTC11042"
"S. simulans",5,0,"ST_Bin","threshold","S. simulans","NCTC11046",5,"NCTC11046"
"8325-4",5,1,"ST_Bin","threshold","S. aureus (8325-4)","83254",57,"83254"
"JW_31330_O_BHY_1",6,1,"ST_Bin","threshold","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"JW_31330_L_BHY_2",6,1,"ST_Bin","threshold","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"JW_30866_O BHY_3",6,1,"ST_Bin","threshold","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"JW 32660_O5",6,1,"ST_Bin","threshold","S. aureus (JW32660O5)","JW32660O5",36,"JW32660O5"
"B_142_S1",6,1,"ST_Bin","threshold","S. aureus (B142S1)","B142S1",47,"B142S1"
"B_128_S3",6,1,"ST_Bin","threshold","S. aureus (B128S3)","B128S3",46,"B128S3"
"AR_056_18_O1",6,1,"ST_Bin","threshold","S. aureus (AR05618O1)","AR05618O1",34,"AR05618O1"
"AR_05_S1",6,0,"ST_Bin","threshold","S. aureus (AR05S1)","AR05S1",30,"AR05S1"
"AR_039_18_O1",6,0,"ST_Bin","threshold","S. aureus (AR03918O1)","AR03918O1",32,"AR03918O1"
"SAR_10_18_S1",6,1,"ST_Bin","threshold","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"SAR_12_18_N_1",6,0,"ST_Bin","threshold","S. aureus (SAR1218N1)","SAR1218N1",33,"SAR1218N1"
"SAR_14_18_N1",6,1,"ST_Bin","threshold","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"DAR_04_18_1_C1",6,1,"ST_Bin","threshold","S. aureus (DAR04181C1)","DAR04181C1",55,"DAR04181C1"
"DAR_09_18_1_3",6,0,"ST_Bin","threshold","S. aureus (DAR091813)","DAR091813",31,"DAR091813"
"DAR_06_18_1_LC1",6,1,"ST_Bin","threshold","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"2_7_1_Y",6,0,"ST_Bin","threshold","S. kloosii","271Y",6,"271Y"
"27_4_20_LC",6,0,"ST_Bin","threshold","S. simiae","27420LC",17,"27420LC"
"21_11_F7_LW",6,1,"ST_Bin","threshold","S. sciuri","2111F7LW",1,"2111F7LW"
"27_4_5_SW",6,1,"ST_Bin","threshold","S. napaliensis","2745SW",7,"2745SW"
"USFL008",6,0,"ST_Bin","threshold","S. aureus (USFL008)","USFL008",64,"USFL008"
"USFL009",6,0,"ST_Bin","threshold","S. aureus (USFL009)","USFL009",60,"USFL009"
"USFL012",6,0,"ST_Bin","threshold","S. aureus (USFL012)","USFL012",58,"USFL012"
"USFL016",6,0,"ST_Bin","threshold","S. aureus (USFL016)","USFL016",63,"USFL016"
"USFL018",6,0,"ST_Bin","threshold","S. aureus (USFL018)","USFL018",62,"USFL018"
"USFL020",6,0,"ST_Bin","threshold","S. aureus (USFL020)","USFL020",59,"USFL020"
"EOE 3",6,1,"ST_Bin","threshold","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 23",6,1,"ST_Bin","threshold","S. aureus (EOE023)","EOE023",21,"EOE023"
"EOE 30",6,1,"ST_Bin","threshold","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 35",6,1,"ST_Bin","threshold","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 41",6,1,"ST_Bin","threshold","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 42",6,1,"ST_Bin","threshold","S. aureus (EOE042)","EOE042",20,"EOE042"
"ASARM 61",6,1,"ST_Bin","threshold","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 70",6,1,"ST_Bin","threshold","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 71",6,1,"ST_Bin","threshold","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 72",6,1,"ST_Bin","threshold","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 73",6,1,"ST_Bin","threshold","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 74",6,1,"ST_Bin","threshold","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"Sa_TPS 3026 (JKD6159)",6,0,"ST_Bin","threshold","S. aureus (SaTPS3026)","SaTPS3026",26,"SaTPS3026"
"Sa_TPS 3043",6,0,"ST_Bin","threshold","S. aureus (SaTPS3043)","SaTPS3043",18,"SaTPS3043"
"Sa_TPS 3072",6,0,"ST_Bin","threshold","S. aureus (SaTPS3072)","SaTPS3072",45,"SaTPS3072"
"Sa_TPS 3097",6,0,"ST_Bin","threshold","S. aureus (SaTPS3097)","SaTPS3097",61,"SaTPS3097"
"Sa_TPS 3104",6,0,"ST_Bin","threshold","S. aureus (SaTPS3104)","SaTPS3104",25,"SaTPS3104"
"Sa_TPS 3105",6,0,"ST_Bin","threshold","S. aureus (SaTPS3105)","SaTPS3105",27,"SaTPS3105"
"MU1",6,1,"ST_Bin","threshold","S. aureus (MU1)","MU1",53,"MU1"
"MU2",6,1,"ST_Bin","threshold","S. aureus (MU2)","MU2",51,"MU2"
"DEU1",6,1,"ST_Bin","threshold","S. aureus (DEU1)","DEU1",52,"DEU1"
"DEU2",6,0,"ST_Bin","threshold","S. aureus (DEU2)","DEU2",50,"DEU2"
"HU25",6,1,"ST_Bin","threshold","S. aureus (HU25)","HU25",49,"HU25"
"P32",6,1,"ST_Bin","threshold","S. aureus (P32)","P32",48,"P32"
"13_S44_S9",6,1,"ST_Bin","threshold","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"S. saprophyticus spp Bovis",6,1,"ST_Bin","threshold","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. epidermidis",6,1,"ST_Bin","threshold","S. epidermidis","NCTC11047",16,"NCTC11047"
"S. hominis spp hominis",6,1,"ST_Bin","threshold","S. hominis","NCTC11320",14,"NCTC11320"
"S. schleiferi spp coagulans",6,0,"ST_Bin","threshold","S. schleiferi spp coagulans","NCTC12218",3,"NCTC12218"
"S. pseudoxylosus",6,1,"ST_Bin","threshold","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. edaphicus",6,1,"ST_Bin","threshold","S. ediphicus","DSM104441",11,"DSM104441"
"S. caeli",6,1,"ST_Bin","threshold","S. caeli","82B",10,"82B"
"S. xylosus",6,0,"ST_Bin","threshold","S. xylosus","NCTC11043",8,"NCTC11043"
"S. pseudointermedius",6,0,"ST_Bin","threshold","S. pseudointermedius","DSM21284",2,"DSM21284"
"S. saprophyticus spp saprophyticus",6,1,"ST_Bin","threshold","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. schleiferi spp schleiferi",6,1,"ST_Bin","threshold","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"S. haemolyticus",6,0,"ST_Bin","threshold","S. haemolyticus","NCTC11042",15,"NCTC11042"
"S. simulans",6,0,"ST_Bin","threshold","S. simulans","NCTC11046",5,"NCTC11046"
"8325-4",6,1,"ST_Bin","threshold","S. aureus (8325-4)","83254",57,"83254"
"JW_31330_O_BHY_1",1,1120000,"ST_Cont","gaussian","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"JW_31330_L_BHY_2",1,1320000,"ST_Cont","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"JW_30866_O BHY_3",1,28000,"ST_Cont","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"JW 32660_O5",1,110000,"ST_Cont","gaussian","S. aureus (JW32660O5)","JW32660O5",36,"JW32660O5"
"B_142_S1",1,1160000,"ST_Cont","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"B_128_S3",1,1440000,"ST_Cont","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"SAR_10_18_S1",1,7e+05,"ST_Cont","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"SAR_14_18_N1",1,4e+05,"ST_Cont","gaussian","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"DAR_06_18_1_LC1",1,9e+05,"ST_Cont","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"2_7_1_Y",1,16600,"ST_Cont","gaussian","S. kloosii","271Y",6,"271Y"
"21_11_F7_LW",1,580000,"ST_Cont","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"27_4_5_SW",1,2e+05,"ST_Cont","gaussian","S. napaliensis","2745SW",7,"2745SW"
"EOE 3",1,640000,"ST_Cont","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 30",1,1200000,"ST_Cont","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 35",1,460000,"ST_Cont","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 41",1,440000,"ST_Cont","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 42",1,180000,"ST_Cont","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"ASARM 61",1,9e+05,"ST_Cont","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 70",1,460000,"ST_Cont","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 72",1,6e+05,"ST_Cont","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 73",1,8e+05,"ST_Cont","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 74",1,620000,"ST_Cont","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"MU1",1,840000,"ST_Cont","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"MU2",1,3e+05,"ST_Cont","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"DEU1",1,1060000,"ST_Cont","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"DEU2",1,340000,"ST_Cont","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"HU25",1,880000,"ST_Cont","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"P32",1,2600,"ST_Cont","gaussian","S. aureus (P32)","P32",48,"P32"
"13_S44_S9",1,340000,"ST_Cont","gaussian","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"S. epidermidis",1,26000,"ST_Cont","gaussian","S. epidermidis","NCTC11047",16,"NCTC11047"
"S. hominis spp hominis",1,3e+05,"ST_Cont","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"S. saprophyticus spp saprophyticus",1,560000,"ST_Cont","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. schleiferi spp schleiferi",1,5e+05,"ST_Cont","gaussian","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"8325-4",1,820000,"ST_Cont","gaussian","S. aureus (8325-4)","83254",57,"83254"
"JW_31330_O_BHY_1",2,1300000,"ST_Cont","gaussian","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"JW_31330_L_BHY_2",2,5000,"ST_Cont","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"JW_30866_O BHY_3",2,160000,"ST_Cont","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"JW 32660_O5",2,20000,"ST_Cont","gaussian","S. aureus (JW32660O5)","JW32660O5",36,"JW32660O5"
"B_142_S1",2,1580000,"ST_Cont","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"B_128_S3",2,1160000,"ST_Cont","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"AR_056_18_O1",2,780000,"ST_Cont","gaussian","S. aureus (AR05618O1)","AR05618O1",34,"AR05618O1"
"SAR_10_18_S1",2,560000,"ST_Cont","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"SAR_14_18_N1",2,112000,"ST_Cont","gaussian","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"DAR_04_18_1_C1",2,320000,"ST_Cont","gaussian","S. aureus (DAR04181C1)","DAR04181C1",55,"DAR04181C1"
"DAR_06_18_1_LC1",2,1e+05,"ST_Cont","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"2_7_1_Y",2,720000,"ST_Cont","gaussian","S. kloosii","271Y",6,"271Y"
"21_11_F7_LW",2,480000,"ST_Cont","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"27_4_5_SW",2,380000,"ST_Cont","gaussian","S. napaliensis","2745SW",7,"2745SW"
"EOE 3",2,580000,"ST_Cont","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 23",2,640000,"ST_Cont","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
"EOE 30",2,840000,"ST_Cont","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 35",2,4e+05,"ST_Cont","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 41",2,6e+05,"ST_Cont","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 42",2,480000,"ST_Cont","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"ASARM 61",2,6e+05,"ST_Cont","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 70",2,680000,"ST_Cont","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 71",2,260000,"ST_Cont","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 73",2,560000,"ST_Cont","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 74",2,380000,"ST_Cont","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"MU1",2,6e+05,"ST_Cont","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"MU2",2,26000,"ST_Cont","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"DEU1",2,2e+06,"ST_Cont","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"DEU2",2,280000,"ST_Cont","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"HU25",2,880000,"ST_Cont","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"P32",2,1180,"ST_Cont","gaussian","S. aureus (P32)","P32",48,"P32"
"13_S44_S9",2,160000,"ST_Cont","gaussian","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"S. saprophyticus spp Bovis",2,420000,"ST_Cont","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. epidermidis",2,12400,"ST_Cont","gaussian","S. epidermidis","NCTC11047",16,"NCTC11047"
"S. pseudoxylosus",2,4e+05,"ST_Cont","gaussian","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. edaphicus",2,1220000,"ST_Cont","gaussian","S. ediphicus","DSM104441",11,"DSM104441"
"S. caeli",2,560000,"ST_Cont","gaussian","S. caeli","82B",10,"82B"
"S. saprophyticus spp saprophyticus",2,68000,"ST_Cont","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. simulans",2,2200,"ST_Cont","gaussian","S. simulans","NCTC11046",5,"NCTC11046"
"8325-4",2,220000,"ST_Cont","gaussian","S. aureus (8325-4)","83254",57,"83254"
"JW_31330_O_BHY_1",3,1420000,"ST_Cont","gaussian","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"JW_31330_L_BHY_2",3,1400000,"ST_Cont","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"JW_30866_O BHY_3",3,112000,"ST_Cont","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"B_142_S1",3,6e+05,"ST_Cont","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"B_128_S3",3,6e+05,"ST_Cont","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"AR_056_18_O1",3,620000,"ST_Cont","gaussian","S. aureus (AR05618O1)","AR05618O1",34,"AR05618O1"
"SAR_10_18_S1",3,280000,"ST_Cont","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"SAR_14_18_N1",3,380000,"ST_Cont","gaussian","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"21_11_F7_LW",3,20000,"ST_Cont","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"EOE 3",3,780000,"ST_Cont","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 23",3,130000,"ST_Cont","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
"EOE 30",3,480000,"ST_Cont","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 35",3,5800,"ST_Cont","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 41",3,820000,"ST_Cont","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 42",3,128000,"ST_Cont","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"ASARM 61",3,520000,"ST_Cont","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 71",3,2e+05,"ST_Cont","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 72",3,46000,"ST_Cont","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 73",3,46000,"ST_Cont","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 74",3,560000,"ST_Cont","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"MU2",3,460000,"ST_Cont","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"DEU1",3,1260000,"ST_Cont","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"HU25",3,540000,"ST_Cont","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"S. hominis spp hominis",3,2e+05,"ST_Cont","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"S. caeli",3,88000,"ST_Cont","gaussian","S. caeli","82B",10,"82B"
"S. saprophyticus spp saprophyticus",3,4e+05,"ST_Cont","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"8325-4",3,460000,"ST_Cont","gaussian","S. aureus (8325-4)","83254",57,"83254"
"JW_31330_O_BHY_1",4,112000,"ST_Cont","gaussian","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"JW_31330_L_BHY_2",4,280000,"ST_Cont","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"JW_30866_O BHY_3",4,1800,"ST_Cont","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"B_142_S1",4,220000,"ST_Cont","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"B_128_S3",4,3e+05,"ST_Cont","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"SAR_10_18_S1",4,5000,"ST_Cont","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"DAR_04_18_1_C1",4,3200,"ST_Cont","gaussian","S. aureus (DAR04181C1)","DAR04181C1",55,"DAR04181C1"
"DAR_06_18_1_LC1",4,3e+05,"ST_Cont","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"21_11_F7_LW",4,6e+05,"ST_Cont","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"27_4_5_SW",4,3e+05,"ST_Cont","gaussian","S. napaliensis","2745SW",7,"2745SW"
"EOE 3",4,740000,"ST_Cont","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 23",4,32000,"ST_Cont","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
"EOE 30",4,80000,"ST_Cont","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 35",4,460000,"ST_Cont","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 41",4,380000,"ST_Cont","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 42",4,50000,"ST_Cont","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"ASARM 61",4,280000,"ST_Cont","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 70",4,580000,"ST_Cont","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 71",4,28000,"ST_Cont","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 72",4,66000,"ST_Cont","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 73",4,740000,"ST_Cont","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 74",4,3e+05,"ST_Cont","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"MU1",4,1200000,"ST_Cont","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"MU2",4,260000,"ST_Cont","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"DEU1",4,38000,"ST_Cont","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"DEU2",4,64000,"ST_Cont","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"HU25",4,76000,"ST_Cont","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"P32",4,3600,"ST_Cont","gaussian","S. aureus (P32)","P32",48,"P32"
"13_S44_S9",4,4400,"ST_Cont","gaussian","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"S. saprophyticus spp Bovis",4,54000,"ST_Cont","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. epidermidis",4,220000,"ST_Cont","gaussian","S. epidermidis","NCTC11047",16,"NCTC11047"
"S. hominis spp hominis",4,220000,"ST_Cont","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"S. pseudoxylosus",4,74000,"ST_Cont","gaussian","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. edaphicus",4,4e+05,"ST_Cont","gaussian","S. ediphicus","DSM104441",11,"DSM104441"
"S. caeli",4,4e+05,"ST_Cont","gaussian","S. caeli","82B",10,"82B"
"S. saprophyticus spp saprophyticus",4,620000,"ST_Cont","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. schleiferi spp schleiferi",4,420000,"ST_Cont","gaussian","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"8325-4",4,4000,"ST_Cont","gaussian","S. aureus (8325-4)","83254",57,"83254"
"JW_31330_L_BHY_2",5,7e+05,"ST_Cont","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"JW 32660_O5",5,620000,"ST_Cont","gaussian","S. aureus (JW32660O5)","JW32660O5",36,"JW32660O5"
"B_142_S1",5,740000,"ST_Cont","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"B_128_S3",5,640000,"ST_Cont","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"AR_056_18_O1",5,2e+05,"ST_Cont","gaussian","S. aureus (AR05618O1)","AR05618O1",34,"AR05618O1"
"SAR_10_18_S1",5,240000,"ST_Cont","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"SAR_14_18_N1",5,62000,"ST_Cont","gaussian","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"DAR_04_18_1_C1",5,440000,"ST_Cont","gaussian","S. aureus (DAR04181C1)","DAR04181C1",55,"DAR04181C1"
"DAR_06_18_1_LC1",5,3e+05,"ST_Cont","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"21_11_F7_LW",5,780000,"ST_Cont","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"27_4_5_SW",5,3e+05,"ST_Cont","gaussian","S. napaliensis","2745SW",7,"2745SW"
"EOE 3",5,6e+05,"ST_Cont","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 23",5,460000,"ST_Cont","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
"EOE 30",5,5e+05,"ST_Cont","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 35",5,560000,"ST_Cont","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 41",5,46000,"ST_Cont","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
